1265310.CCBD010000081_gene5083,kdpA,Potassium-transporting&nbsp;ATPase&nbsp;potassium-binding&nbsp;subunit,98.9
1265310.CCBD010000055_gene1433,CCBD010000055_gene1433,annotation&nbsp;not&nbsp;available,94.5
1265310.CCBD010000077_gene5448,CCBD010000077_gene5448,annotation&nbsp;not&nbsp;available,94.5
1265310.CCBD010000059_gene1307,CCBD010000059_gene1307,annotation&nbsp;not&nbsp;available,94.5
1265310.CCBD010000051_gene2108,CCBD010000051_gene2108,annotation&nbsp;not&nbsp;available,94.5
1265310.CCBD010000021_gene4227,CCBD010000021_gene4227,annotation&nbsp;not&nbsp;available,94.5
1265310.CCBD010000007_gene3232,CCBD010000007_gene3232,annotation&nbsp;not&nbsp;available,94.4
1265310.CCBD010000064_gene1128,CCBD010000064_gene1128,annotation&nbsp;not&nbsp;available,94.4
1265310.CCBD010000043_gene2181,CCBD010000043_gene2181,annotation&nbsp;not&nbsp;available,94.3
1265310.CCBD010000070_gene211,CCBD010000070_gene211,annotation&nbsp;not&nbsp;available,94.3
1265310.CCBD010000070_gene230,CCBD010000070_gene230,annotation&nbsp;not&nbsp;available,94.3
1265310.CCBD010000008_gene2737,CCBD010000008_gene2737,annotation&nbsp;not&nbsp;available,94.3
1265310.CCBD010000024_gene1831,CCBD010000024_gene1831,annotation&nbsp;not&nbsp;available,94.3
1265310.CCBD010000084_gene4411,CCBD010000084_gene4411,annotation&nbsp;not&nbsp;available,94.3
1265310.CCBD010000070_gene52,CCBD010000070_gene52,annotation&nbsp;not&nbsp;available,94.3
1265310.CCBD010000092_gene4759,CCBD010000092_gene4759,annotation&nbsp;not&nbsp;available,94.3
1265310.CCBD010000014_gene3830,CCBD010000014_gene3830,annotation&nbsp;not&nbsp;available,94.2
1265310.CCBD010000044_gene670,CCBD010000044_gene670,annotation&nbsp;not&nbsp;available,94.2
1265310.CCBD010000008_gene2832,CCBD010000008_gene2832,annotation&nbsp;not&nbsp;available,94.2
1265310.CCBD010000065_gene919,CCBD010000065_gene919,annotation&nbsp;not&nbsp;available,94.2
1265310.CCBD010000008_gene2751,rplB,50S&nbsp;ribosomal&nbsp;protein&nbsp;L2,94.2
1265310.CCBD010000034_gene2092,CCBD010000034_gene2092,annotation&nbsp;not&nbsp;available,94.2
1265310.CCBD010000044_gene786,CCBD010000044_gene786,annotation&nbsp;not&nbsp;available,94.2
1265310.CCBD010000084_gene4406,CCBD010000084_gene4406,annotation&nbsp;not&nbsp;available,94.2
1265310.CCBD010000059_gene1295,CCBD010000059_gene1295,annotation&nbsp;not&nbsp;available,94.1
1265310.CCBD010000043_gene2176,CCBD010000043_gene2176,annotation&nbsp;not&nbsp;available,94.1
1265310.CCBD010000014_gene3790,CCBD010000014_gene3790,annotation&nbsp;not&nbsp;available,94.1
1265310.CCBD010000079_gene5162,CCBD010000079_gene5162,"7,8-dihydroneopterin&nbsp;aldolase",94.1
1265310.CCBD010000078_gene5136,CCBD010000078_gene5136,annotation&nbsp;not&nbsp;available,94.1
1265310.CCBD010000086_gene4729,CCBD010000086_gene4729,annotation&nbsp;not&nbsp;available,94.1
1265310.CCBD010000046_gene2405,CCBD010000046_gene2405,annotation&nbsp;not&nbsp;available,94.1
1265310.CCBD010000050_gene2025,lipA,Lipoyl&nbsp;synthase,94.0
1265310.CCBD010000064_gene1138,CCBD010000064_gene1138,annotation&nbsp;not&nbsp;available,94.0
1265310.CCBD010000079_gene5229,CCBD010000079_gene5229,annotation&nbsp;not&nbsp;available,94.0
1265310.CCBD010000073_gene303,dnaA,Chromosomal&nbsp;replication&nbsp;initiator&nbsp;protein&nbsp;DnaA,94.0
1265310.CCBD010000015_gene3468,CCBD010000015_gene3468,annotation&nbsp;not&nbsp;available,93.9
1265310.CCBD010000013_gene3330,CCBD010000013_gene3330,annotation&nbsp;not&nbsp;available,93.9
1265310.CCBD010000070_gene136,CCBD010000070_gene136,annotation&nbsp;not&nbsp;available,93.9
1265310.CCBD010000031_gene1746,CCBD010000031_gene1746,annotation&nbsp;not&nbsp;available,93.9
1265310.CCBD010000038_gene2345,CCBD010000038_gene2345,annotation&nbsp;not&nbsp;available,93.8
1265310.CCBD010000050_gene1904,CCBD010000050_gene1904,annotation&nbsp;not&nbsp;available,93.8
1265310.CCBD010000082_gene4950,CCBD010000082_gene4950,annotation&nbsp;not&nbsp;available,93.8
1265310.CCBD010000070_gene101,CCBD010000070_gene101,annotation&nbsp;not&nbsp;available,93.8
1265310.CCBD010000044_gene600,CCBD010000044_gene600,annotation&nbsp;not&nbsp;available,93.8
1265310.CCBD010000092_gene4777,CCBD010000092_gene4777,annotation&nbsp;not&nbsp;available,93.7
1265310.CCBD010000015_gene3734,CCBD010000015_gene3734,annotation&nbsp;not&nbsp;available,93.7
1265310.CCBD010000030_gene1597,CCBD010000030_gene1597,annotation&nbsp;not&nbsp;available,93.7
1265310.CCBD010000010_gene3396,CCBD010000010_gene3396,annotation&nbsp;not&nbsp;available,93.6
1265310.CCBD010000038_gene2326,CCBD010000038_gene2326,annotation&nbsp;not&nbsp;available,93.6
1265310.CCBD010000068_gene580,CCBD010000068_gene580,annotation&nbsp;not&nbsp;available,93.6
1265310.CCBD010000045_gene846,plsB,annotation&nbsp;not&nbsp;available,93.6
1265310.CCBD010000015_gene3738,CCBD010000015_gene3738,annotation&nbsp;not&nbsp;available,93.6
1265310.CCBD010000011_gene3432,CCBD010000011_gene3432,annotation&nbsp;not&nbsp;available,93.5
1265310.CCBD010000004_gene2648,CCBD010000004_gene2648,annotation&nbsp;not&nbsp;available,93.5
1265310.CCBD010000086_gene4642,CCBD010000086_gene4642,annotation&nbsp;not&nbsp;available,93.5
1265310.CCBD010000064_gene1049,CCBD010000064_gene1049,annotation&nbsp;not&nbsp;available,93.5
1265310.CCBD010000095_gene4332,CCBD010000095_gene4332,annotation&nbsp;not&nbsp;available,93.4
1265310.CCBD010000047_gene2615,CCBD010000047_gene2615,annotation&nbsp;not&nbsp;available,93.4
1265310.CCBD010000047_gene2464,CCBD010000047_gene2464,annotation&nbsp;not&nbsp;available,93.4
1265310.CCBD010000051_gene2160,mshC,L-cysteine:1D-myo-inositol&nbsp;2-amino-2-deoxy-alpha-D-glucopyranoside&nbsp;ligase,93.4
1265310.CCBD010000089_gene4451,CCBD010000089_gene4451,annotation&nbsp;not&nbsp;available,93.3
1265310.CCBD010000061_gene1160,CCBD010000061_gene1160,annotation&nbsp;not&nbsp;available,93.3
1265310.CCBD010000021_gene4182,CCBD010000021_gene4182,Dihydrofolate&nbsp;reductase,93.3
1265310.CCBD010000096_gene4368,CCBD010000096_gene4368,annotation&nbsp;not&nbsp;available,93.3
1265310.CCBD010000093_gene4736,CCBD010000093_gene4736,annotation&nbsp;not&nbsp;available,93.3
1265310.CCBD010000044_gene634,atpG,ATP&nbsp;synthase&nbsp;gamma&nbsp;chain,93.3
1265310.CCBD010000065_gene970,CCBD010000065_gene970,annotation&nbsp;not&nbsp;available,93.2
1265310.CCBD010000070_gene186,CCBD010000070_gene186,annotation&nbsp;not&nbsp;available,93.2
1265310.CCBD010000046_gene2408,proA,Gamma-glutamyl&nbsp;phosphate&nbsp;reductase,93.2
1265310.CCBD010000031_gene1713,CCBD010000031_gene1713,annotation&nbsp;not&nbsp;available,93.2
1265310.CCBD010000019_gene3977,CCBD010000019_gene3977,annotation&nbsp;not&nbsp;available,93.2
1265310.CCBD010000008_gene2811,CCBD010000008_gene2811,annotation&nbsp;not&nbsp;available,93.2
1265310.CCBD010000015_gene3578,CCBD010000015_gene3578,annotation&nbsp;not&nbsp;available,93.2
1265310.CCBD010000014_gene3888,nuoB,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;B,93.2
1265310.CCBD010000014_gene3861,CCBD010000014_gene3861,annotation&nbsp;not&nbsp;available,93.2
1265310.CCBD010000014_gene3757,hpf,Ribosome&nbsp;hibernation&nbsp;promoting&nbsp;factor,93.2
1265310.CCBD010000015_gene3453,CCBD010000015_gene3453,annotation&nbsp;not&nbsp;available,93.2
1265310.CCBD010000054_gene1481,CCBD010000054_gene1481,annotation&nbsp;not&nbsp;available,93.2
1265310.CCBD010000007_gene3108,gpmA,"2,3-bisphosphoglycerate-dependent&nbsp;phosphoglycerate&nbsp;mutase",93.1
1265310.CCBD010000044_gene699,CCBD010000044_gene699,annotation&nbsp;not&nbsp;available,93.1
1265310.CCBD010000044_gene618,CCBD010000044_gene618,annotation&nbsp;not&nbsp;available,93.1
1265310.CCBD010000019_gene3983,gltX,Glutamate--tRNA&nbsp;ligase,93.1
1265310.CCBD010000007_gene3100,CCBD010000007_gene3100,annotation&nbsp;not&nbsp;available,93.1
1265310.CCBD010000064_gene1112,CCBD010000064_gene1112,annotation&nbsp;not&nbsp;available,93.1
1265310.CCBD010000008_gene2775,rplR,50S&nbsp;ribosomal&nbsp;protein&nbsp;L18,93.1
1265310.CCBD010000088_gene4502,purS,Phosphoribosylformylglycinamidine&nbsp;synthase&nbsp;subunit&nbsp;PurS,93.1
1265310.CCBD010000029_gene1547,CCBD010000029_gene1547,annotation&nbsp;not&nbsp;available,93.0
1265310.CCBD010000010_gene3391,CCBD010000010_gene3391,annotation&nbsp;not&nbsp;available,93.0
1265310.CCBD010000077_gene5407,CCBD010000077_gene5407,annotation&nbsp;not&nbsp;available,93.0
1265310.CCBD010000086_gene4732,CCBD010000086_gene4732,annotation&nbsp;not&nbsp;available,93.0
1265310.CCBD010000077_gene5423,CCBD010000077_gene5423,annotation&nbsp;not&nbsp;available,93.0
1265310.CCBD010000050_gene2031,CCBD010000050_gene2031,annotation&nbsp;not&nbsp;available,92.9
1265310.CCBD010000044_gene617,CCBD010000044_gene617,Diaminopimelate&nbsp;decarboxylase,92.9
1265310.CCBD010000086_gene4733,CCBD010000086_gene4733,annotation&nbsp;not&nbsp;available,92.9
1265310.CCBD010000093_gene4739,CCBD010000093_gene4739,annotation&nbsp;not&nbsp;available,92.9
1265310.CCBD010000050_gene1898,CCBD010000050_gene1898,annotation&nbsp;not&nbsp;available,92.9
1265310.CCBD010000062_gene1197,CCBD010000062_gene1197,annotation&nbsp;not&nbsp;available,92.8
1265310.CCBD010000055_gene1415,CCBD010000055_gene1415,annotation&nbsp;not&nbsp;available,92.8
1265310.CCBD010000047_gene2608,CCBD010000047_gene2608,annotation&nbsp;not&nbsp;available,92.8
1265310.CCBD010000047_gene2626,CCBD010000047_gene2626,annotation&nbsp;not&nbsp;available,92.8
1265310.CCBD010000015_gene3658,CCBD010000015_gene3658,annotation&nbsp;not&nbsp;available,92.8
1265310.CCBD010000080_gene5020,CCBD010000080_gene5020,annotation&nbsp;not&nbsp;available,92.8
1265310.CCBD010000004_gene2649,tam,Trans-aconitate&nbsp;2-methyltransferase,92.8
1265310.CCBD010000058_gene1357,CCBD010000058_gene1357,annotation&nbsp;not&nbsp;available,92.8
1265310.CCBD010000064_gene1119,CCBD010000064_gene1119,annotation&nbsp;not&nbsp;available,92.7
1265310.CCBD010000063_gene1171,CCBD010000063_gene1171,annotation&nbsp;not&nbsp;available,92.7
1265310.CCBD010000077_gene5440,CCBD010000077_gene5440,annotation&nbsp;not&nbsp;available,92.7
1265310.CCBD010000008_gene2773,rpsH,30S&nbsp;ribosomal&nbsp;protein&nbsp;S8,92.7
1265310.CCBD010000009_gene2897,CCBD010000009_gene2897,annotation&nbsp;not&nbsp;available,92.7
1265310.CCBD010000082_gene4916,CCBD010000082_gene4916,annotation&nbsp;not&nbsp;available,92.6
1265310.CCBD010000012_gene3302,CCBD010000012_gene3302,annotation&nbsp;not&nbsp;available,92.6
1265310.CCBD010000021_gene4217,lexA,LexA&nbsp;repressor,92.6
1265310.CCBD010000070_gene48,CCBD010000070_gene48,annotation&nbsp;not&nbsp;available,92.6
1265310.CCBD010000010_gene3366,CCBD010000010_gene3366,annotation&nbsp;not&nbsp;available,92.6
1265310.CCBD010000006_gene2915,CCBD010000006_gene2915,annotation&nbsp;not&nbsp;available,92.6
1265310.CCBD010000024_gene1824,CCBD010000024_gene1824,annotation&nbsp;not&nbsp;available,92.6
1265310.CCBD010000007_gene2974,CCBD010000007_gene2974,annotation&nbsp;not&nbsp;available,92.6
1265310.CCBD010000086_gene4723,CCBD010000086_gene4723,annotation&nbsp;not&nbsp;available,92.6
1265310.CCBD010000014_gene3842,CCBD010000014_gene3842,annotation&nbsp;not&nbsp;available,92.5
1265310.CCBD010000014_gene3787,CCBD010000014_gene3787,annotation&nbsp;not&nbsp;available,92.5
1265310.CCBD010000031_gene1748,CCBD010000031_gene1748,annotation&nbsp;not&nbsp;available,92.5
1265310.CCBD010000007_gene3047,CCBD010000007_gene3047,annotation&nbsp;not&nbsp;available,92.5
1265310.CCBD010000066_gene389,CCBD010000066_gene389,annotation&nbsp;not&nbsp;available,92.4
1265310.CCBD010000014_gene3809,CCBD010000014_gene3809,annotation&nbsp;not&nbsp;available,92.4
1265310.CCBD010000003_gene4830,CCBD010000003_gene4830,annotation&nbsp;not&nbsp;available,92.4
1265310.CCBD010000081_gene5089,CCBD010000081_gene5089,annotation&nbsp;not&nbsp;available,92.4
1265310.CCBD010000075_gene5529,CCBD010000075_gene5529,annotation&nbsp;not&nbsp;available,92.3
1265310.CCBD010000007_gene3227,CCBD010000007_gene3227,annotation&nbsp;not&nbsp;available,92.3
1265310.CCBD010000073_gene310,CCBD010000073_gene310,annotation&nbsp;not&nbsp;available,92.3
1265310.CCBD010000007_gene2956,CCBD010000007_gene2956,annotation&nbsp;not&nbsp;available,92.3
1265310.CCBD010000070_gene223,CCBD010000070_gene223,annotation&nbsp;not&nbsp;available,92.3
1265310.CCBD010000061_gene1156,CCBD010000061_gene1156,annotation&nbsp;not&nbsp;available,92.3
1265310.CCBD010000064_gene996,CCBD010000064_gene996,annotation&nbsp;not&nbsp;available,92.3
1265310.CCBD010000047_gene2466,CCBD010000047_gene2466,annotation&nbsp;not&nbsp;available,92.2
1265310.CCBD010000063_gene1173,CCBD010000063_gene1173,annotation&nbsp;not&nbsp;available,92.2
1265310.CCBD010000070_gene132,CCBD010000070_gene132,annotation&nbsp;not&nbsp;available,92.2
1265310.CCBD010000070_gene118,CCBD010000070_gene118,annotation&nbsp;not&nbsp;available,92.2
1265310.CCBD010000080_gene5019,CCBD010000080_gene5019,annotation&nbsp;not&nbsp;available,92.2
1265310.CCBD010000033_gene1807,hisH,Imidazole&nbsp;glycerol&nbsp;phosphate&nbsp;synthase&nbsp;subunit&nbsp;HisH,92.2
1265310.CCBD010000006_gene2927,CCBD010000006_gene2927,annotation&nbsp;not&nbsp;available,92.2
1265310.CCBD010000048_gene372,CCBD010000048_gene372,annotation&nbsp;not&nbsp;available,92.1
1265310.CCBD010000007_gene3182,CCBD010000007_gene3182,annotation&nbsp;not&nbsp;available,92.1
1265310.CCBD010000011_gene3423,CCBD010000011_gene3423,annotation&nbsp;not&nbsp;available,92.1
1265310.CCBD010000047_gene2559,CCBD010000047_gene2559,annotation&nbsp;not&nbsp;available,92.1
1265310.CCBD010000043_gene2212,cysD,annotation&nbsp;not&nbsp;available,92.1
1265310.CCBD010000087_gene4531,CCBD010000087_gene4531,annotation&nbsp;not&nbsp;available,92.1
1265310.CCBD010000018_gene4146,CCBD010000018_gene4146,annotation&nbsp;not&nbsp;available,92.1
1265310.CCBD010000044_gene599,CCBD010000044_gene599,annotation&nbsp;not&nbsp;available,92.1
1265310.CCBD010000008_gene2860,CCBD010000008_gene2860,60&nbsp;kDa&nbsp;chaperonin,92.1
1265310.CCBD010000005_gene2683,CCBD010000005_gene2683,annotation&nbsp;not&nbsp;available,92.1
1265310.CCBD010000086_gene4670,CCBD010000086_gene4670,annotation&nbsp;not&nbsp;available,92.1
1265310.CCBD010000077_gene5409,CCBD010000077_gene5409,annotation&nbsp;not&nbsp;available,92.0
1265310.CCBD010000046_gene2424,CCBD010000046_gene2424,annotation&nbsp;not&nbsp;available,92.0
1265310.CCBD010000064_gene1073,CCBD010000064_gene1073,annotation&nbsp;not&nbsp;available,92.0
1265310.CCBD010000015_gene3504,CCBD010000015_gene3504,annotation&nbsp;not&nbsp;available,92.0
1265310.CCBD010000050_gene1999,CCBD010000050_gene1999,annotation&nbsp;not&nbsp;available,92.0
1265310.CCBD010000077_gene5471,acsA,Acetyl-coenzyme&nbsp;A&nbsp;synthetase,92.0
1265310.CCBD010000045_gene824,CCBD010000045_gene824,annotation&nbsp;not&nbsp;available,92.0
1265310.CCBD010000054_gene1495,CCBD010000054_gene1495,annotation&nbsp;not&nbsp;available,92.0
1265310.CCBD010000070_gene126,CCBD010000070_gene126,annotation&nbsp;not&nbsp;available,91.9
1265310.CCBD010000050_gene1871,CCBD010000050_gene1871,annotation&nbsp;not&nbsp;available,91.9
1265310.CCBD010000009_gene2877,CCBD010000009_gene2877,annotation&nbsp;not&nbsp;available,91.9
1265310.CCBD010000050_gene1967,CCBD010000050_gene1967,annotation&nbsp;not&nbsp;available,91.9
1265310.CCBD010000050_gene2059,CCBD010000050_gene2059,annotation&nbsp;not&nbsp;available,91.8
1265310.CCBD010000077_gene5454,CCBD010000077_gene5454,annotation&nbsp;not&nbsp;available,91.7
1265310.CCBD010000077_gene5392,CCBD010000077_gene5392,annotation&nbsp;not&nbsp;available,91.7
1265310.CCBD010000079_gene5200,CCBD010000079_gene5200,annotation&nbsp;not&nbsp;available,91.7
1265310.CCBD010000070_gene168,CCBD010000070_gene168,annotation&nbsp;not&nbsp;available,91.7
1265310.CCBD010000068_gene547,CCBD010000068_gene547,annotation&nbsp;not&nbsp;available,91.6
1265310.CCBD010000010_gene3374,CCBD010000010_gene3374,annotation&nbsp;not&nbsp;available,91.6
1265310.CCBD010000084_gene4427,CCBD010000084_gene4427,annotation&nbsp;not&nbsp;available,91.6
1265310.CCBD010000086_gene4601,CCBD010000086_gene4601,annotation&nbsp;not&nbsp;available,91.6
1265310.CCBD010000014_gene3850,CCBD010000014_gene3850,annotation&nbsp;not&nbsp;available,91.6
1265310.CCBD010000057_gene1253,CCBD010000057_gene1253,annotation&nbsp;not&nbsp;available,91.6
1265310.CCBD010000034_gene2070,CCBD010000034_gene2070,annotation&nbsp;not&nbsp;available,91.6
1265310.CCBD010000088_gene4519,CCBD010000088_gene4519,annotation&nbsp;not&nbsp;available,91.6
1265310.CCBD010000007_gene3048,CCBD010000007_gene3048,annotation&nbsp;not&nbsp;available,91.6
1265310.CCBD010000065_gene908,CCBD010000065_gene908,annotation&nbsp;not&nbsp;available,91.6
1265310.CCBD010000079_gene5159,ftsH,ATP-dependent&nbsp;zinc&nbsp;metalloprotease&nbsp;FtsH,91.5
1265310.CCBD010000019_gene4020,CCBD010000019_gene4020,annotation&nbsp;not&nbsp;available,91.5
1265310.CCBD010000006_gene2921,CCBD010000006_gene2921,annotation&nbsp;not&nbsp;available,91.5
1265310.CCBD010000019_gene3976,CCBD010000019_gene3976,annotation&nbsp;not&nbsp;available,91.5
1265310.CCBD010000007_gene2949,dnaK,Chaperone&nbsp;protein&nbsp;DnaK,91.5
1265310.CCBD010000019_gene4007,CCBD010000019_gene4007,annotation&nbsp;not&nbsp;available,91.5
1265310.CCBD010000004_gene2655,CCBD010000004_gene2655,annotation&nbsp;not&nbsp;available,91.5
1265310.CCBD010000070_gene153,CCBD010000070_gene153,annotation&nbsp;not&nbsp;available,91.4
1265310.CCBD010000077_gene5408,CCBD010000077_gene5408,annotation&nbsp;not&nbsp;available,91.4
1265310.CCBD010000021_gene4196,CCBD010000021_gene4196,annotation&nbsp;not&nbsp;available,91.4
1265310.CCBD010000054_gene1509,CCBD010000054_gene1509,annotation&nbsp;not&nbsp;available,91.4
1265310.CCBD010000070_gene108,CCBD010000070_gene108,annotation&nbsp;not&nbsp;available,91.4
1265310.CCBD010000050_gene1933,CCBD010000050_gene1933,annotation&nbsp;not&nbsp;available,91.4
1265310.CCBD010000008_gene2836,rpsI,annotation&nbsp;not&nbsp;available,91.4
1265310.CCBD010000007_gene3014,CCBD010000007_gene3014,annotation&nbsp;not&nbsp;available,91.3
1265310.CCBD010000059_gene1303,CCBD010000059_gene1303,annotation&nbsp;not&nbsp;available,91.3
1265310.CCBD010000015_gene3746,CCBD010000015_gene3746,annotation&nbsp;not&nbsp;available,91.3
1265310.CCBD010000015_gene3457,CCBD010000015_gene3457,annotation&nbsp;not&nbsp;available,91.3
1265310.CCBD010000102_gene4355,CCBD010000102_gene4355,annotation&nbsp;not&nbsp;available,91.3
1265310.CCBD010000047_gene2561,CCBD010000047_gene2561,annotation&nbsp;not&nbsp;available,91.2
1265310.CCBD010000008_gene2747,rpsJ,30S&nbsp;ribosomal&nbsp;protein&nbsp;S10,91.2
1265310.CCBD010000047_gene2475,CCBD010000047_gene2475,annotation&nbsp;not&nbsp;available,91.2
1265310.CCBD010000015_gene3724,CCBD010000015_gene3724,annotation&nbsp;not&nbsp;available,91.2
1265310.CCBD010000015_gene3585,CCBD010000015_gene3585,annotation&nbsp;not&nbsp;available,91.2
1265310.CCBD010000007_gene3046,psd,Phosphatidylserine&nbsp;decarboxylase&nbsp;proenzyme,91.1
1265310.CCBD010000068_gene530,CCBD010000068_gene530,annotation&nbsp;not&nbsp;available,91.1
1265310.CCBD010000008_gene2826,CCBD010000008_gene2826,Cutinase,91.1
1265310.CCBD010000010_gene3405,CCBD010000010_gene3405,annotation&nbsp;not&nbsp;available,91.1
1265310.CCBD010000081_gene5094,CCBD010000081_gene5094,annotation&nbsp;not&nbsp;available,91.0
1265310.CCBD010000015_gene3704,CCBD010000015_gene3704,annotation&nbsp;not&nbsp;available,91.0
1265310.CCBD010000047_gene2532,CCBD010000047_gene2532,annotation&nbsp;not&nbsp;available,91.0
1265310.CCBD010000007_gene2965,CCBD010000007_gene2965,annotation&nbsp;not&nbsp;available,91.0
1265310.CCBD010000070_gene146,CCBD010000070_gene146,annotation&nbsp;not&nbsp;available,91.0
1265310.CCBD010000081_gene5107,ctc,50S&nbsp;ribosomal&nbsp;protein&nbsp;L25,91.0
1265310.CCBD010000044_gene632,atpH,Multifunctional&nbsp;fusion&nbsp;protein,91.0
1265310.CCBD010000070_gene39,CCBD010000070_gene39,annotation&nbsp;not&nbsp;available,91.0
1265310.CCBD010000070_gene116,CCBD010000070_gene116,annotation&nbsp;not&nbsp;available,90.9
1265310.CCBD010000043_gene2171,CCBD010000043_gene2171,annotation&nbsp;not&nbsp;available,90.9
1265310.CCBD010000044_gene734,CCBD010000044_gene734,annotation&nbsp;not&nbsp;available,90.9
1265310.CCBD010000007_gene3293,CCBD010000007_gene3293,annotation&nbsp;not&nbsp;available,90.8
1265310.CCBD010000030_gene1598,CCBD010000030_gene1598,annotation&nbsp;not&nbsp;available,90.8
1265310.CCBD010000064_gene1034,CCBD010000064_gene1034,annotation&nbsp;not&nbsp;available,90.8
1265310.CCBD010000070_gene103,CCBD010000070_gene103,annotation&nbsp;not&nbsp;available,90.8
1265310.CCBD010000015_gene3580,CCBD010000015_gene3580,annotation&nbsp;not&nbsp;available,90.8
1265310.CCBD010000008_gene2774,rplF,50S&nbsp;ribosomal&nbsp;protein&nbsp;L6,90.7
1265310.CCBD010000051_gene2135,CCBD010000051_gene2135,annotation&nbsp;not&nbsp;available,90.7
1265310.CCBD010000007_gene3153,hemL,annotation&nbsp;not&nbsp;available,90.7
1265310.CCBD010000007_gene3134,CCBD010000007_gene3134,annotation&nbsp;not&nbsp;available,90.7
1265310.CCBD010000021_gene4175,CCBD010000021_gene4175,annotation&nbsp;not&nbsp;available,90.6
1265310.CCBD010000019_gene4099,CCBD010000019_gene4099,annotation&nbsp;not&nbsp;available,90.6
1265310.CCBD010000047_gene2635,CCBD010000047_gene2635,annotation&nbsp;not&nbsp;available,90.6
1265310.CCBD010000064_gene984,glcB,Malate&nbsp;synthase&nbsp;G,90.5
1265310.CCBD010000047_gene2543,CCBD010000047_gene2543,annotation&nbsp;not&nbsp;available,90.5
1265310.CCBD010000007_gene3155,CCBD010000007_gene3155,annotation&nbsp;not&nbsp;available,90.5
1265310.CCBD010000055_gene1410,CCBD010000055_gene1410,annotation&nbsp;not&nbsp;available,90.4
1265310.CCBD010000095_gene4326,CCBD010000095_gene4326,annotation&nbsp;not&nbsp;available,90.4
1265310.CCBD010000095_gene4334,CCBD010000095_gene4334,Glucose-6-phosphate&nbsp;1-dehydrogenase,90.4
1265310.CCBD010000050_gene1911,CCBD010000050_gene1911,annotation&nbsp;not&nbsp;available,90.4
1265310.CCBD010000017_gene3899,CCBD010000017_gene3899,annotation&nbsp;not&nbsp;available,90.4
1265310.CCBD010000043_gene2214,CCBD010000043_gene2214,annotation&nbsp;not&nbsp;available,90.3
1265310.CCBD010000008_gene2854,CCBD010000008_gene2854,annotation&nbsp;not&nbsp;available,90.3
1265310.CCBD010000013_gene3321,CCBD010000013_gene3321,annotation&nbsp;not&nbsp;available,90.3
1265310.CCBD010000070_gene254,rpsR,30S&nbsp;ribosomal&nbsp;protein&nbsp;S18,90.3
1265310.CCBD010000043_gene2188,CCBD010000043_gene2188,annotation&nbsp;not&nbsp;available,90.3
1265310.CCBD010000092_gene4782,CCBD010000092_gene4782,annotation&nbsp;not&nbsp;available,90.3
1265310.CCBD010000013_gene3331,CCBD010000013_gene3331,annotation&nbsp;not&nbsp;available,90.3
1265310.CCBD010000059_gene1299,CCBD010000059_gene1299,annotation&nbsp;not&nbsp;available,90.2
1265310.CCBD010000015_gene3685,CCBD010000015_gene3685,annotation&nbsp;not&nbsp;available,90.2
1265310.CCBD010000047_gene2602,CCBD010000047_gene2602,annotation&nbsp;not&nbsp;available,90.2
1265310.CCBD010000030_gene1617,carB,annotation&nbsp;not&nbsp;available,90.2
1265310.CCBD010000039_gene2312,glgC,Glucose-1-phosphate&nbsp;adenylyltransferase,90.2
1265310.CCBD010000064_gene1055,CCBD010000064_gene1055,annotation&nbsp;not&nbsp;available,90.2
1265310.CCBD010000004_gene2665,CCBD010000004_gene2665,annotation&nbsp;not&nbsp;available,90.2
1265310.CCBD010000077_gene5351,recR,Recombination&nbsp;protein&nbsp;RecR,90.2
1265310.CCBD010000081_gene5086,CCBD010000081_gene5086,annotation&nbsp;not&nbsp;available,90.1
1265310.CCBD010000024_gene1819,CCBD010000024_gene1819,Catalase-related&nbsp;peroxidase,90.1
1265310.CCBD010000069_gene453,CCBD010000069_gene453,annotation&nbsp;not&nbsp;available,90.1
1265310.CCBD010000007_gene3276,rplK,50S&nbsp;ribosomal&nbsp;protein&nbsp;L11,90.1
1265310.CCBD010000085_gene4394,CCBD010000085_gene4394,annotation&nbsp;not&nbsp;available,90.1
1265310.CCBD010000077_gene5286,CCBD010000077_gene5286,annotation&nbsp;not&nbsp;available,90.1
1265310.CCBD010000082_gene4942,CCBD010000082_gene4942,annotation&nbsp;not&nbsp;available,90.1
1265310.CCBD010000019_gene3985,CCBD010000019_gene3985,annotation&nbsp;not&nbsp;available,90.1
1265310.CCBD010000009_gene2895,CCBD010000009_gene2895,annotation&nbsp;not&nbsp;available,90.0
1265310.CCBD010000008_gene2798,CCBD010000008_gene2798,annotation&nbsp;not&nbsp;available,90.0
1265310.CCBD010000011_gene3435,CCBD010000011_gene3435,annotation&nbsp;not&nbsp;available,90.0
1265310.CCBD010000014_gene3884,CCBD010000014_gene3884,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;F,90.0
1265310.CCBD010000066_gene394,CCBD010000066_gene394,Ornithine&nbsp;carbamoyltransferase,90.0
1265310.CCBD010000019_gene4047,CCBD010000019_gene4047,annotation&nbsp;not&nbsp;available,89.9
1265310.CCBD010000079_gene5239,CCBD010000079_gene5239,annotation&nbsp;not&nbsp;available,89.9
1265310.CCBD010000016_gene3938,CCBD010000016_gene3938,annotation&nbsp;not&nbsp;available,89.9
