936136.ARRT01000006_gene4939,ruvC,Crossover&nbsp;junction&nbsp;endodeoxyribonuclease&nbsp;RuvC,98.9
936136.ARRT01000006_gene4420,apt,Adenine&nbsp;phosphoribosyltransferase,94.6
936136.ARRT01000002_gene525,ARRT01000002_gene525,Ribose&nbsp;import&nbsp;ATP-binding&nbsp;protein&nbsp;RbsA,94.6
936136.ARRT01000006_gene4422,ARRT01000006_gene4422,Cytochrome&nbsp;b,94.5
936136.ARRT01000006_gene5898,ARRT01000006_gene5898,4-hydroxy-tetrahydrodipicolinate&nbsp;reductase,94.5
936136.ARRT01000002_gene474,ARRT01000002_gene474,annotation&nbsp;not&nbsp;available,94.5
936136.ARRT01000006_gene2940,ARRT01000006_gene2940,annotation&nbsp;not&nbsp;available,94.5
936136.ARRT01000006_gene3455,ARRT01000006_gene3455,annotation&nbsp;not&nbsp;available,94.5
936136.ARRT01000002_gene521,ARRT01000002_gene521,annotation&nbsp;not&nbsp;available,94.5
936136.ARRT01000006_gene4956,ARRT01000006_gene4956,Cell&nbsp;division&nbsp;protein&nbsp;ZapA,94.5
936136.ARRT01000006_gene3756,ARRT01000006_gene3756,annotation&nbsp;not&nbsp;available,94.5
936136.ARRT01000006_gene5331,ARRT01000006_gene5331,annotation&nbsp;not&nbsp;available,94.5
936136.ARRT01000006_gene5734,ARRT01000006_gene5734,annotation&nbsp;not&nbsp;available,94.4
936136.ARRT01000006_gene3094,fabZ,3-hydroxyacyl-[acyl-carrier-protein]&nbsp;dehydratase&nbsp;FabZ,94.4
936136.ARRT01000006_gene1607,ARRT01000006_gene1607,annotation&nbsp;not&nbsp;available,94.4
936136.ARRT01000007_gene994,ARRT01000007_gene994,annotation&nbsp;not&nbsp;available,94.4
936136.ARRT01000006_gene3668,ARRT01000006_gene3668,annotation&nbsp;not&nbsp;available,94.4
936136.ARRT01000006_gene2950,ARRT01000006_gene2950,annotation&nbsp;not&nbsp;available,94.3
936136.ARRT01000006_gene4119,ARRT01000006_gene4119,annotation&nbsp;not&nbsp;available,94.3
936136.ARRT01000006_gene3442,ARRT01000006_gene3442,annotation&nbsp;not&nbsp;available,94.3
936136.ARRT01000006_gene1495,ARRT01000006_gene1495,annotation&nbsp;not&nbsp;available,94.3
936136.ARRT01000003_gene6311,ARRT01000003_gene6311,annotation&nbsp;not&nbsp;available,94.3
936136.ARRT01000006_gene2611,ARRT01000006_gene2611,annotation&nbsp;not&nbsp;available,94.3
936136.ARRT01000006_gene5993,pheT,annotation&nbsp;not&nbsp;available,94.2
936136.ARRT01000002_gene863,ARRT01000002_gene863,annotation&nbsp;not&nbsp;available,94.2
936136.ARRT01000006_gene1352,ARRT01000006_gene1352,annotation&nbsp;not&nbsp;available,94.2
936136.ARRT01000006_gene3259,ARRT01000006_gene3259,annotation&nbsp;not&nbsp;available,94.2
936136.ARRT01000006_gene5698,gidA,tRNA&nbsp;uridine&nbsp;5-carboxymethylaminomethyl&nbsp;modification&nbsp;enzyme&nbsp;MnmG,94.2
936136.ARRT01000006_gene2699,ARRT01000006_gene2699,annotation&nbsp;not&nbsp;available,94.1
936136.ARRT01000002_gene837,ARRT01000002_gene837,annotation&nbsp;not&nbsp;available,94.1
936136.ARRT01000003_gene6266,ARRT01000003_gene6266,annotation&nbsp;not&nbsp;available,94.1
936136.ARRT01000003_gene6270,ARRT01000003_gene6270,annotation&nbsp;not&nbsp;available,94.1
936136.ARRT01000006_gene5469,ppa,Inorganic&nbsp;pyrophosphatase,94.1
936136.ARRT01000002_gene643,ARRT01000002_gene643,annotation&nbsp;not&nbsp;available,94.1
936136.ARRT01000006_gene4129,ARRT01000006_gene4129,annotation&nbsp;not&nbsp;available,94.1
936136.ARRT01000006_gene2774,plsY,Glycerol-3-phosphate&nbsp;acyltransferase,94.1
936136.ARRT01000006_gene5765,ARRT01000006_gene5765,annotation&nbsp;not&nbsp;available,94.1
936136.ARRT01000006_gene2280,ARRT01000006_gene2280,annotation&nbsp;not&nbsp;available,94.1
936136.ARRT01000006_gene3359,pyrG,CTP&nbsp;synthase,94.1
936136.ARRT01000002_gene384,ARRT01000002_gene384,annotation&nbsp;not&nbsp;available,94.0
936136.ARRT01000007_gene955,ARRT01000007_gene955,annotation&nbsp;not&nbsp;available,94.0
936136.ARRT01000006_gene5390,ARRT01000006_gene5390,annotation&nbsp;not&nbsp;available,94.0
936136.ARRT01000006_gene6122,ARRT01000006_gene6122,Urocanate&nbsp;hydratase,94.0
936136.ARRT01000006_gene1770,ARRT01000006_gene1770,annotation&nbsp;not&nbsp;available,94.0
936136.ARRT01000003_gene6158,ARRT01000003_gene6158,annotation&nbsp;not&nbsp;available,93.9
936136.ARRT01000002_gene539,ARRT01000002_gene539,annotation&nbsp;not&nbsp;available,93.9
936136.ARRT01000006_gene3911,ARRT01000006_gene3911,annotation&nbsp;not&nbsp;available,93.9
936136.ARRT01000006_gene2969,ARRT01000006_gene2969,annotation&nbsp;not&nbsp;available,93.9
936136.ARRT01000002_gene796,ARRT01000002_gene796,annotation&nbsp;not&nbsp;available,93.9
936136.ARRT01000002_gene444,ARRT01000002_gene444,annotation&nbsp;not&nbsp;available,93.9
936136.ARRT01000006_gene1467,pyrC,Dihydroorotase,93.9
936136.ARRT01000006_gene2629,ARRT01000006_gene2629,annotation&nbsp;not&nbsp;available,93.9
936136.ARRT01000006_gene4693,hmuV,Hemin&nbsp;import&nbsp;ATP-binding&nbsp;protein&nbsp;HmuV,93.8
936136.ARRT01000006_gene3614,ARRT01000006_gene3614,Aliphatic&nbsp;sulfonates&nbsp;import&nbsp;ATP-binding&nbsp;protein&nbsp;SsuB,93.8
936136.ARRT01000006_gene4951,ARRT01000006_gene4951,annotation&nbsp;not&nbsp;available,93.8
936136.ARRT01000006_gene3616,ssuD,Alkanesulfonate&nbsp;monooxygenase,93.8
936136.ARRT01000006_gene3671,ARRT01000006_gene3671,annotation&nbsp;not&nbsp;available,93.8
936136.ARRT01000002_gene459,ARRT01000002_gene459,annotation&nbsp;not&nbsp;available,93.8
936136.ARRT01000002_gene532,ARRT01000002_gene532,annotation&nbsp;not&nbsp;available,93.8
936136.ARRT01000006_gene2119,ARRT01000006_gene2119,annotation&nbsp;not&nbsp;available,93.8
936136.ARRT01000006_gene4218,ARRT01000006_gene4218,annotation&nbsp;not&nbsp;available,93.7
936136.ARRT01000004_gene6450,ARRT01000004_gene6450,annotation&nbsp;not&nbsp;available,93.7
936136.ARRT01000007_gene1244,ARRT01000007_gene1244,annotation&nbsp;not&nbsp;available,93.7
936136.ARRT01000006_gene3268,ARRT01000006_gene3268,annotation&nbsp;not&nbsp;available,93.7
936136.ARRT01000003_gene6299,ARRT01000003_gene6299,annotation&nbsp;not&nbsp;available,93.6
936136.ARRT01000006_gene2985,ARRT01000006_gene2985,annotation&nbsp;not&nbsp;available,93.6
936136.ARRT01000006_gene3720,ARRT01000006_gene3720,annotation&nbsp;not&nbsp;available,93.6
936136.ARRT01000007_gene1223,ARRT01000007_gene1223,annotation&nbsp;not&nbsp;available,93.6
936136.ARRT01000006_gene1759,ARRT01000006_gene1759,annotation&nbsp;not&nbsp;available,93.6
936136.ARRT01000006_gene1383,ihfB,Integration&nbsp;host&nbsp;factor&nbsp;subunit&nbsp;beta,93.6
936136.ARRT01000006_gene1675,flgB,annotation&nbsp;not&nbsp;available,93.6
936136.ARRT01000006_gene4023,ARRT01000006_gene4023,annotation&nbsp;not&nbsp;available,93.5
936136.ARRT01000002_gene731,ARRT01000002_gene731,annotation&nbsp;not&nbsp;available,93.5
936136.ARRT01000006_gene3384,ARRT01000006_gene3384,annotation&nbsp;not&nbsp;available,93.5
936136.ARRT01000006_gene1871,ARRT01000006_gene1871,annotation&nbsp;not&nbsp;available,93.5
936136.ARRT01000002_gene374,ARRT01000002_gene374,annotation&nbsp;not&nbsp;available,93.5
936136.ARRT01000007_gene999,ARRT01000007_gene999,annotation&nbsp;not&nbsp;available,93.5
936136.ARRT01000006_gene5303,ARRT01000006_gene5303,annotation&nbsp;not&nbsp;available,93.5
936136.ARRT01000006_gene4988,ARRT01000006_gene4988,annotation&nbsp;not&nbsp;available,93.5
936136.ARRT01000006_gene4557,ARRT01000006_gene4557,annotation&nbsp;not&nbsp;available,93.5
936136.ARRT01000006_gene4146,ARRT01000006_gene4146,annotation&nbsp;not&nbsp;available,93.4
936136.ARRT01000002_gene767,ARRT01000002_gene767,annotation&nbsp;not&nbsp;available,93.4
936136.ARRT01000006_gene5159,ARRT01000006_gene5159,annotation&nbsp;not&nbsp;available,93.4
936136.ARRT01000003_gene6190,ARRT01000003_gene6190,annotation&nbsp;not&nbsp;available,93.4
936136.ARRT01000006_gene1888,ARRT01000006_gene1888,annotation&nbsp;not&nbsp;available,93.4
936136.ARRT01000006_gene4914,ARRT01000006_gene4914,annotation&nbsp;not&nbsp;available,93.3
936136.ARRT01000006_gene1941,ARRT01000006_gene1941,annotation&nbsp;not&nbsp;available,93.3
936136.ARRT01000006_gene3596,ARRT01000006_gene3596,annotation&nbsp;not&nbsp;available,93.3
936136.ARRT01000006_gene1483,ARRT01000006_gene1483,annotation&nbsp;not&nbsp;available,93.3
936136.ARRT01000002_gene870,ARRT01000002_gene870,annotation&nbsp;not&nbsp;available,93.3
936136.ARRT01000006_gene4698,ARRT01000006_gene4698,annotation&nbsp;not&nbsp;available,93.2
936136.ARRT01000006_gene4758,ARRT01000006_gene4758,annotation&nbsp;not&nbsp;available,93.2
936136.ARRT01000007_gene1156,ARRT01000007_gene1156,Peptide&nbsp;methionine&nbsp;sulfoxide&nbsp;reductase&nbsp;MsrA,93.2
936136.ARRT01000007_gene1170,ARRT01000007_gene1170,annotation&nbsp;not&nbsp;available,93.2
936136.ARRT01000002_gene850,ARRT01000002_gene850,annotation&nbsp;not&nbsp;available,93.2
936136.ARRT01000006_gene5032,gltD,annotation&nbsp;not&nbsp;available,93.1
936136.ARRT01000006_gene4787,ARRT01000006_gene4787,annotation&nbsp;not&nbsp;available,93.1
936136.ARRT01000006_gene4133,ARRT01000006_gene4133,Protein&nbsp;HflC,93.1
936136.ARRT01000006_gene1992,ARRT01000006_gene1992,annotation&nbsp;not&nbsp;available,93.1
936136.ARRT01000003_gene6280,ARRT01000003_gene6280,annotation&nbsp;not&nbsp;available,93.1
936136.ARRT01000006_gene2855,ARRT01000006_gene2855,Acetate&nbsp;CoA-transferase&nbsp;YdiF,93.1
936136.ARRT01000005_gene179,ARRT01000005_gene179,annotation&nbsp;not&nbsp;available,93.1
936136.ARRT01000006_gene3349,moaC,Cyclic&nbsp;pyranopterin&nbsp;monophosphate&nbsp;synthase,93.0
936136.ARRT01000006_gene5291,ARRT01000006_gene5291,annotation&nbsp;not&nbsp;available,93.0
936136.ARRT01000006_gene5113,ARRT01000006_gene5113,annotation&nbsp;not&nbsp;available,93.0
936136.ARRT01000007_gene1224,ARRT01000007_gene1224,annotation&nbsp;not&nbsp;available,93.0
936136.ARRT01000006_gene3869,ARRT01000006_gene3869,annotation&nbsp;not&nbsp;available,93.0
936136.ARRT01000006_gene5624,ARRT01000006_gene5624,annotation&nbsp;not&nbsp;available,93.0
936136.ARRT01000006_gene1968,ARRT01000006_gene1968,annotation&nbsp;not&nbsp;available,93.0
936136.ARRT01000006_gene3180,ARRT01000006_gene3180,annotation&nbsp;not&nbsp;available,92.9
936136.ARRT01000006_gene6103,prfC,Peptide&nbsp;chain&nbsp;release&nbsp;factor&nbsp;3,92.9
936136.ARRT01000006_gene1550,ARRT01000006_gene1550,annotation&nbsp;not&nbsp;available,92.9
936136.ARRT01000006_gene3015,ARRT01000006_gene3015,annotation&nbsp;not&nbsp;available,92.9
936136.ARRT01000004_gene6438,ARRT01000004_gene6438,annotation&nbsp;not&nbsp;available,92.9
936136.ARRT01000006_gene3592,ARRT01000006_gene3592,annotation&nbsp;not&nbsp;available,92.9
936136.ARRT01000006_gene3615,ARRT01000006_gene3615,annotation&nbsp;not&nbsp;available,92.8
936136.ARRT01000006_gene5695,ARRT01000006_gene5695,annotation&nbsp;not&nbsp;available,92.8
936136.ARRT01000006_gene4923,ARRT01000006_gene4923,annotation&nbsp;not&nbsp;available,92.8
936136.ARRT01000006_gene6125,ARRT01000006_gene6125,annotation&nbsp;not&nbsp;available,92.8
936136.ARRT01000006_gene4535,ARRT01000006_gene4535,annotation&nbsp;not&nbsp;available,92.8
936136.ARRT01000006_gene2851,ARRT01000006_gene2851,annotation&nbsp;not&nbsp;available,92.8
936136.ARRT01000006_gene5140,ARRT01000006_gene5140,annotation&nbsp;not&nbsp;available,92.8
936136.ARRT01000006_gene1678,ARRT01000006_gene1678,annotation&nbsp;not&nbsp;available,92.7
936136.ARRT01000006_gene1886,ARRT01000006_gene1886,annotation&nbsp;not&nbsp;available,92.7
936136.ARRT01000006_gene1572,ARRT01000006_gene1572,annotation&nbsp;not&nbsp;available,92.7
936136.ARRT01000006_gene5122,ARRT01000006_gene5122,annotation&nbsp;not&nbsp;available,92.7
936136.ARRT01000002_gene556,ARRT01000002_gene556,annotation&nbsp;not&nbsp;available,92.7
936136.ARRT01000006_gene3173,ARRT01000006_gene3173,annotation&nbsp;not&nbsp;available,92.7
936136.ARRT01000007_gene1202,ARRT01000007_gene1202,annotation&nbsp;not&nbsp;available,92.7
936136.ARRT01000002_gene670,ARRT01000002_gene670,annotation&nbsp;not&nbsp;available,92.7
936136.ARRT01000006_gene3203,ARRT01000006_gene3203,Phosphatidylcholine&nbsp;synthase,92.7
936136.ARRT01000006_gene5747,hisH,Imidazole&nbsp;glycerol&nbsp;phosphate&nbsp;synthase&nbsp;subunit&nbsp;HisH,92.6
936136.ARRT01000006_gene1560,ARRT01000006_gene1560,annotation&nbsp;not&nbsp;available,92.6
936136.ARRT01000006_gene5882,phnN,"Ribose&nbsp;1,5-bisphosphate&nbsp;phosphokinase&nbsp;PhnN",92.6
936136.ARRT01000004_gene6447,ARRT01000004_gene6447,annotation&nbsp;not&nbsp;available,92.6
936136.ARRT01000004_gene6583,ARRT01000004_gene6583,annotation&nbsp;not&nbsp;available,92.6
936136.ARRT01000006_gene3826,ARRT01000006_gene3826,annotation&nbsp;not&nbsp;available,92.6
936136.ARRT01000006_gene5407,atpA,ATP&nbsp;synthase&nbsp;subunit&nbsp;alpha,92.6
936136.ARRT01000007_gene1205,ARRT01000007_gene1205,annotation&nbsp;not&nbsp;available,92.6
936136.ARRT01000006_gene2534,acpS,Holo-[acyl-carrier-protein]&nbsp;synthase,92.5
936136.ARRT01000006_gene1786,ARRT01000006_gene1786,annotation&nbsp;not&nbsp;available,92.5
936136.ARRT01000006_gene1792,ARRT01000006_gene1792,annotation&nbsp;not&nbsp;available,92.5
936136.ARRT01000006_gene4833,ARRT01000006_gene4833,annotation&nbsp;not&nbsp;available,92.5
936136.ARRT01000006_gene2549,ARRT01000006_gene2549,annotation&nbsp;not&nbsp;available,92.5
936136.ARRT01000006_gene3902,tynA,annotation&nbsp;not&nbsp;available,92.5
936136.ARRT01000003_gene6251,ARRT01000003_gene6251,annotation&nbsp;not&nbsp;available,92.4
936136.ARRT01000001_gene7,ARRT01000001_gene7,annotation&nbsp;not&nbsp;available,92.4
936136.ARRT01000002_gene446,ARRT01000002_gene446,annotation&nbsp;not&nbsp;available,92.4
936136.ARRT01000006_gene1519,ARRT01000006_gene1519,annotation&nbsp;not&nbsp;available,92.4
936136.ARRT01000006_gene5739,pckA,Phosphoenolpyruvate&nbsp;carboxykinase&nbsp;(ATP),92.4
936136.ARRT01000006_gene1342,ARRT01000006_gene1342,dITP/XTP&nbsp;pyrophosphatase,92.4
936136.ARRT01000006_gene4354,carB,annotation&nbsp;not&nbsp;available,92.4
936136.ARRT01000004_gene6414,ARRT01000004_gene6414,annotation&nbsp;not&nbsp;available,92.3
936136.ARRT01000006_gene4741,ARRT01000006_gene4741,annotation&nbsp;not&nbsp;available,92.3
936136.ARRT01000006_gene5759,ARRT01000006_gene5759,annotation&nbsp;not&nbsp;available,92.3
936136.ARRT01000006_gene5880,ARRT01000006_gene5880,annotation&nbsp;not&nbsp;available,92.3
936136.ARRT01000006_gene2159,ARRT01000006_gene2159,annotation&nbsp;not&nbsp;available,92.3
936136.ARRT01000006_gene5476,argG,annotation&nbsp;not&nbsp;available,92.3
936136.ARRT01000006_gene1366,ARRT01000006_gene1366,annotation&nbsp;not&nbsp;available,92.3
936136.ARRT01000006_gene2801,rpsL,30S&nbsp;ribosomal&nbsp;protein&nbsp;S12,92.3
936136.ARRT01000006_gene2601,ARRT01000006_gene2601,annotation&nbsp;not&nbsp;available,92.3
936136.ARRT01000002_gene399,ARRT01000002_gene399,annotation&nbsp;not&nbsp;available,92.2
936136.ARRT01000006_gene2038,ARRT01000006_gene2038,annotation&nbsp;not&nbsp;available,92.2
936136.ARRT01000006_gene2710,ARRT01000006_gene2710,annotation&nbsp;not&nbsp;available,92.2
936136.ARRT01000006_gene4599,ARRT01000006_gene4599,annotation&nbsp;not&nbsp;available,92.2
936136.ARRT01000006_gene2366,ARRT01000006_gene2366,annotation&nbsp;not&nbsp;available,92.2
936136.ARRT01000004_gene6572,ARRT01000004_gene6572,annotation&nbsp;not&nbsp;available,92.2
936136.ARRT01000006_gene4418,ARRT01000006_gene4418,annotation&nbsp;not&nbsp;available,92.2
936136.ARRT01000006_gene4236,ARRT01000006_gene4236,annotation&nbsp;not&nbsp;available,92.2
936136.ARRT01000006_gene5001,ggt,annotation&nbsp;not&nbsp;available,92.2
936136.ARRT01000006_gene3227,nnrD,Multifunctional&nbsp;fusion&nbsp;protein,92.1
936136.ARRT01000006_gene2396,ARRT01000006_gene2396,annotation&nbsp;not&nbsp;available,92.1
936136.ARRT01000006_gene3123,ARRT01000006_gene3123,annotation&nbsp;not&nbsp;available,92.1
936136.ARRT01000006_gene4253,ARRT01000006_gene4253,annotation&nbsp;not&nbsp;available,92.1
936136.ARRT01000006_gene4229,ARRT01000006_gene4229,annotation&nbsp;not&nbsp;available,92.1
936136.ARRT01000006_gene5850,recR,Recombination&nbsp;protein&nbsp;RecR,92.1
936136.ARRT01000002_gene650,ARRT01000002_gene650,annotation&nbsp;not&nbsp;available,92.1
936136.ARRT01000006_gene6025,ARRT01000006_gene6025,annotation&nbsp;not&nbsp;available,92.1
936136.ARRT01000006_gene5693,leuS,annotation&nbsp;not&nbsp;available,92.0
936136.ARRT01000006_gene2174,ARRT01000006_gene2174,annotation&nbsp;not&nbsp;available,92.0
936136.ARRT01000006_gene5073,ARRT01000006_gene5073,annotation&nbsp;not&nbsp;available,92.0
936136.ARRT01000006_gene3971,ARRT01000006_gene3971,annotation&nbsp;not&nbsp;available,92.0
936136.ARRT01000006_gene4907,ARRT01000006_gene4907,annotation&nbsp;not&nbsp;available,92.0
936136.ARRT01000006_gene2531,ARRT01000006_gene2531,GTP&nbsp;pyrophosphokinase,92.0
936136.ARRT01000006_gene5740,ARRT01000006_gene5740,annotation&nbsp;not&nbsp;available,92.0
936136.ARRT01000006_gene3688,ARRT01000006_gene3688,annotation&nbsp;not&nbsp;available,92.0
936136.ARRT01000006_gene1672,flgF,annotation&nbsp;not&nbsp;available,92.0
936136.ARRT01000006_gene4731,ARRT01000006_gene4731,annotation&nbsp;not&nbsp;available,92.0
936136.ARRT01000005_gene188,ARRT01000005_gene188,annotation&nbsp;not&nbsp;available,92.0
936136.ARRT01000006_gene4845,ARRT01000006_gene4845,annotation&nbsp;not&nbsp;available,91.9
936136.ARRT01000006_gene4962,pgk,annotation&nbsp;not&nbsp;available,91.9
936136.ARRT01000006_gene4324,ARRT01000006_gene4324,annotation&nbsp;not&nbsp;available,91.9
936136.ARRT01000006_gene5887,ARRT01000006_gene5887,annotation&nbsp;not&nbsp;available,91.9
936136.ARRT01000006_gene2797,rplL,50S&nbsp;ribosomal&nbsp;protein&nbsp;L7/L12,91.9
936136.ARRT01000003_gene6367,ARRT01000003_gene6367,annotation&nbsp;not&nbsp;available,91.9
936136.ARRT01000006_gene4201,ARRT01000006_gene4201,annotation&nbsp;not&nbsp;available,91.9
936136.ARRT01000006_gene3640,ARRT01000006_gene3640,annotation&nbsp;not&nbsp;available,91.9
936136.ARRT01000007_gene1212,ARRT01000007_gene1212,annotation&nbsp;not&nbsp;available,91.9
936136.ARRT01000006_gene1904,ARRT01000006_gene1904,annotation&nbsp;not&nbsp;available,91.8
936136.ARRT01000006_gene1924,glyS,annotation&nbsp;not&nbsp;available,91.8
936136.ARRT01000006_gene2536,rnc,Ribonuclease&nbsp;3,91.8
936136.ARRT01000006_gene3225,glnA,annotation&nbsp;not&nbsp;available,91.8
936136.ARRT01000007_gene965,ARRT01000007_gene965,annotation&nbsp;not&nbsp;available,91.8
936136.ARRT01000006_gene1633,ARRT01000006_gene1633,Non-homologous&nbsp;end&nbsp;joining&nbsp;protein&nbsp;Ku,91.7
936136.ARRT01000002_gene348,ARRT01000002_gene348,annotation&nbsp;not&nbsp;available,91.7
936136.ARRT01000006_gene4389,ARRT01000006_gene4389,annotation&nbsp;not&nbsp;available,91.7
936136.ARRT01000006_gene4416,ychF,Ribosome-binding&nbsp;ATPase&nbsp;YchF,91.7
936136.ARRT01000005_gene177,ARRT01000005_gene177,annotation&nbsp;not&nbsp;available,91.7
936136.ARRT01000006_gene1711,folD,Bifunctional&nbsp;protein&nbsp;FolD,91.7
936136.ARRT01000006_gene5391,ARRT01000006_gene5391,annotation&nbsp;not&nbsp;available,91.6
936136.ARRT01000006_gene4881,ARRT01000006_gene4881,annotation&nbsp;not&nbsp;available,91.6
936136.ARRT01000005_gene227,ARRT01000005_gene227,annotation&nbsp;not&nbsp;available,91.6
936136.ARRT01000006_gene1787,ARRT01000006_gene1787,annotation&nbsp;not&nbsp;available,91.6
936136.ARRT01000006_gene1731,ARRT01000006_gene1731,annotation&nbsp;not&nbsp;available,91.6
936136.ARRT01000006_gene1999,ARRT01000006_gene1999,annotation&nbsp;not&nbsp;available,91.6
936136.ARRT01000007_gene1211,ARRT01000007_gene1211,3-dehydroquinate&nbsp;dehydratase,91.6
936136.ARRT01000006_gene5744,hisF,Imidazole&nbsp;glycerol&nbsp;phosphate&nbsp;synthase&nbsp;subunit&nbsp;HisF,91.5
936136.ARRT01000002_gene284,ARRT01000002_gene284,annotation&nbsp;not&nbsp;available,91.5
936136.ARRT01000003_gene6133,ARRT01000003_gene6133,annotation&nbsp;not&nbsp;available,91.5
936136.ARRT01000006_gene3145,ARRT01000006_gene3145,annotation&nbsp;not&nbsp;available,91.4
936136.ARRT01000006_gene3998,ARRT01000006_gene3998,annotation&nbsp;not&nbsp;available,91.4
936136.ARRT01000006_gene5507,ARRT01000006_gene5507,annotation&nbsp;not&nbsp;available,91.4
936136.ARRT01000002_gene534,ARRT01000002_gene534,annotation&nbsp;not&nbsp;available,91.4
936136.ARRT01000002_gene736,ARRT01000002_gene736,Pyrroline-5-carboxylate&nbsp;reductase,91.4
936136.ARRT01000006_gene5304,ARRT01000006_gene5304,annotation&nbsp;not&nbsp;available,91.4
936136.ARRT01000006_gene2388,ARRT01000006_gene2388,annotation&nbsp;not&nbsp;available,91.3
936136.ARRT01000005_gene125,ARRT01000005_gene125,annotation&nbsp;not&nbsp;available,91.3
936136.ARRT01000004_gene6564,ARRT01000004_gene6564,annotation&nbsp;not&nbsp;available,91.3
936136.ARRT01000006_gene1884,ARRT01000006_gene1884,annotation&nbsp;not&nbsp;available,91.3
936136.ARRT01000006_gene3617,ARRT01000006_gene3617,annotation&nbsp;not&nbsp;available,91.3
936136.ARRT01000003_gene6234,ARRT01000003_gene6234,annotation&nbsp;not&nbsp;available,91.3
936136.ARRT01000002_gene844,ARRT01000002_gene844,annotation&nbsp;not&nbsp;available,91.3
936136.ARRT01000006_gene5142,ARRT01000006_gene5142,annotation&nbsp;not&nbsp;available,91.3
936136.ARRT01000006_gene4042,ARRT01000006_gene4042,annotation&nbsp;not&nbsp;available,91.2
936136.ARRT01000006_gene5840,ARRT01000006_gene5840,annotation&nbsp;not&nbsp;available,91.2
936136.ARRT01000004_gene6639,ARRT01000004_gene6639,annotation&nbsp;not&nbsp;available,91.2
936136.ARRT01000002_gene619,ARRT01000002_gene619,annotation&nbsp;not&nbsp;available,91.2
936136.ARRT01000002_gene674,ARRT01000002_gene674,annotation&nbsp;not&nbsp;available,91.1
936136.ARRT01000002_gene286,ARRT01000002_gene286,annotation&nbsp;not&nbsp;available,91.1
936136.ARRT01000006_gene1655,ARRT01000006_gene1655,annotation&nbsp;not&nbsp;available,91.1
936136.ARRT01000003_gene6319,ARRT01000003_gene6319,annotation&nbsp;not&nbsp;available,91.1
936136.ARRT01000006_gene5715,ARRT01000006_gene5715,annotation&nbsp;not&nbsp;available,91.1
936136.ARRT01000007_gene937,ARRT01000007_gene937,Ribose&nbsp;import&nbsp;ATP-binding&nbsp;protein&nbsp;RbsA,91.1
936136.ARRT01000007_gene1222,ARRT01000007_gene1222,annotation&nbsp;not&nbsp;available,91.1
936136.ARRT01000006_gene3107,ARRT01000006_gene3107,Acetyltransferase&nbsp;component&nbsp;of&nbsp;pyruvate&nbsp;dehydrogenase&nbsp;complex,91.1
936136.ARRT01000006_gene4449,ARRT01000006_gene4449,annotation&nbsp;not&nbsp;available,91.1
936136.ARRT01000006_gene4101,ARRT01000006_gene4101,annotation&nbsp;not&nbsp;available,91.0
936136.ARRT01000006_gene5101,ARRT01000006_gene5101,annotation&nbsp;not&nbsp;available,91.0
936136.ARRT01000004_gene6644,ARRT01000004_gene6644,annotation&nbsp;not&nbsp;available,91.0
936136.ARRT01000006_gene4882,ARRT01000006_gene4882,annotation&nbsp;not&nbsp;available,91.0
936136.ARRT01000006_gene2943,ARRT01000006_gene2943,annotation&nbsp;not&nbsp;available,91.0
936136.ARRT01000006_gene1476,ARRT01000006_gene1476,annotation&nbsp;not&nbsp;available,91.0
936136.ARRT01000006_gene4191,murG,Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc&nbsp;GlcNAc&nbsp;transferase,91.0
936136.ARRT01000006_gene5127,ARRT01000006_gene5127,annotation&nbsp;not&nbsp;available,91.0
936136.ARRT01000007_gene1125,ARRT01000007_gene1125,annotation&nbsp;not&nbsp;available,91.0
936136.ARRT01000006_gene4396,ARRT01000006_gene4396,annotation&nbsp;not&nbsp;available,90.9
936136.ARRT01000002_gene880,ARRT01000002_gene880,annotation&nbsp;not&nbsp;available,90.9
936136.ARRT01000002_gene873,ARRT01000002_gene873,annotation&nbsp;not&nbsp;available,90.9
936136.ARRT01000006_gene2999,ARRT01000006_gene2999,annotation&nbsp;not&nbsp;available,90.9
936136.ARRT01000004_gene6531,ARRT01000004_gene6531,annotation&nbsp;not&nbsp;available,90.8
936136.ARRT01000006_gene4603,ARRT01000006_gene4603,annotation&nbsp;not&nbsp;available,90.8
936136.ARRT01000006_gene2471,ARRT01000006_gene2471,annotation&nbsp;not&nbsp;available,90.8
936136.ARRT01000006_gene3129,ARRT01000006_gene3129,annotation&nbsp;not&nbsp;available,90.8
936136.ARRT01000006_gene5481,ARRT01000006_gene5481,annotation&nbsp;not&nbsp;available,90.8
936136.ARRT01000005_gene163,ARRT01000005_gene163,annotation&nbsp;not&nbsp;available,90.8
936136.ARRT01000006_gene3113,lipA,Lipoyl&nbsp;synthase,90.7
936136.ARRT01000006_gene2675,ARRT01000006_gene2675,annotation&nbsp;not&nbsp;available,90.7
936136.ARRT01000006_gene5410,priA,Primosomal&nbsp;protein&nbsp;N',90.7
936136.ARRT01000006_gene2697,ARRT01000006_gene2697,annotation&nbsp;not&nbsp;available,90.7
936136.ARRT01000006_gene4941,ruvA,Holliday&nbsp;junction&nbsp;ATP-dependent&nbsp;DNA&nbsp;helicase&nbsp;RuvA,90.6
